регион;произведено;всего;добыча полезных ископаемых;сельское хоз-во;строительство;транспортировка;эк деятельность;городское и сельское население;потери;год
Республика Алтай;7;458.1;59;45876;45781;45908;126.5;129.5;121.9;2007
Республика Алтай;45663;499.1;69.6;45878;4;45786;126.6;140.4;139.2;2008
Республика Алтай;45660;512.9;73.8;45699;45727;45702;113.6;151.6;137.2;2009
Республика Алтай;45660;539.9;78.4;45789;45818;45760;118.5;163;143.5;2010
Республика Алтай;3;544.7;82.3;45786;45911;45790;115.1;166.7;145.7;2011
Республика Алтай;45719;563.6;90;12;45728;45704;89.9;181.4;139.1;2012
Республика Алтай;3;549.3;91;45881;45879;45917;79.3999999999999;190.4;124.2;2013
Республика Алтай;45661;552.2;93.5;45759;45819;45828;72.4;196.3;122.2;2014
Республика Алтай;45661;552.2;93.5;45759;45819;45828;72.4;196.3;122.2;2015
Республика Алтай;45734;541.9;72.5;45726;45909;45916;90.1;197.6;120.5;2016
Республика Алтай;45773;556.6;80.2;45667;45757;45725;102.5;199.8;107.1;2017
Республика Алтай;45773;556.6;80.2;45667;45757;45725;102.5;199.8;107.1;2018
Республика Алтай;65.2;602.6;49.7;45848;7;9;172.1;212.7;103.8;2019
Республика Алтай;151.6;688.6;50.2;9;7;45723;281.3;199;97.3;2020
Республика Алтай;156.5;740.5;59.9;45847;45784;45907;297;219.1;100.8;2021
Республика Алтай;150.3;772;68.8;45819;45727;45785;294.6;230.2;107.8;2022
Республика Алтай;147.3;816.9;68.2;45880;45849;45697;315.5;247.5;113;2023
Республика Башкортостан;24594.1;23637.2;13866.3;503.6;313;1975.3;2250;2367.6;2361.4;2005
Республика Башкортостан;25209;24444.9;14155.3;500.4;462.9;2092.7;2410.4;2509.9;2313.3;2006
Республика Башкортостан;25654.7;24954.8;14247.8;478.7;279.6;2003.7;2854.4;2471.8;2618.8;2007
Республика Башкортостан;24730.5;24742;15178.3;469.8;264.4;1959.5;1618.7;2726.9;2524.4;2008
Республика Башкортостан;22216.9;23477.8;14406.5;415.1;192.4;1675.9;1999.5;2817;1971.4;2009
Республика Башкортостан;25173.3;24104.6;14186.1;388.6;174.9;1766.5;2633.9;2979.3;1975.3;2010
Республика Башкортостан;25542.6;25248.5;15087.5;389.3;165.4;1829.6;2570.5;3034;2172.2;2011
Республика Башкортостан;24329.9;25489.7;14904.5;393.4;187;1685.5;2771;3272.5;2221;2012
Республика Башкортостан;22475.2;25926.1;16520.7;445.9;285.4;1612.2;2047.5;2970.8;1988.8;2013
Республика Башкортостан;22210.1;26444.3;16554.1;439;381.7;1612.2;1483.2;3172.8;2291.7;2014
Республика Башкортостан;22210.1;26444.3;16554.1;439;381.7;1612.2;1483.2;3172.8;2291.7;2015
Республика Башкортостан;23005;27135.3;16812.3;494.4;380.3;1600.7;1572.6;3351.7;2379.8;2016
Республика Башкортостан;23860.9;27922.4;17761;503;387.9;1373.3;1713.1;3157.6;2256.1;2017
Республика Башкортостан;23860.9;27922.4;17761;503;387.9;1373.3;1713.1;3157.6;2256.1;2018
Республика Башкортостан;26629.5;27781.7;16984.7;504;374.1;1189.9;2492.2;3312.9;2142.9;2019
Республика Башкортостан;24709.2;25280.2;15043.5;458.5;374.9;1059.9;2118.4;3394.2;2099.1;2020
Республика Башкортостан;26738;26544.3;15313.4;459.5;377.7;996.3;2001.1;4518.9;2204.1;2021
Республика Башкортостан;27283.5;27556.3;15942.6;477.9;409.4;1011.1;2128.2;4624.2;2269.7;2022
Республика Башкортостан;28183;28358.6;16697.8;459.7;407.3;1008.7;2100.1;4638.9;2360.4;2023
Республика Бурятия;3999.5;5582.2;2002.6;36.7;43.7;965;694.9;832;1007.3;2005
Республика Бурятия;4056.6;4904.7;1351.8;45743;56.3;1044.2;768.7;600.5;1055.9;2006
Республика Бурятия;4722.1;5452.2;1567.8;38.6;54;1071.7;1197.1;627.5;895.5;2007
Республика Бурятия;5626.6;6114.4;1556.9;45775;45803;1179.5;1781.3;612;929.8;2008
Республика Бурятия;4221;4739.3;1231.3;39.9;40.8;1082;1002.3;678.4;664.6;2009
Республика Бурятия;4895.3;5418.2;1825.9;45899;39.4;1112.4;964.8;718;726.9;2010
Республика Бурятия;4789;5322.9;1802.8;45929;37.4;1076.3;1008;745.1;623.4;2011
Республика Бурятия;5111.1;5248.1;1543;45808;46.3;1080.4;605.2;669.4;924.2;2012
Республика Бурятия;5423.9;5474.9;1640.4;45681;48.3;1132.1;631.4;671.4;964.1;2013
Республика Бурятия;5359.8;5359.7;1741.1;34.1;48.5;1148;619.5;656.9;756.2;2014
Республика Бурятия;5359.8;5359.7;1741.1;34.1;48.5;1148;619.5;656.9;756.2;2015
Республика Бурятия;5633.6;5634.7;1887.2;38.2;39.3;1199.5;603.3;868.5;606.8;2016
Республика Бурятия;6274;6271.5;2150;40.8;38.8;1353.5;558.6;984.3;606;2017
Республика Бурятия;6274;6271.5;2150;40.8;38.8;1353.5;558.6;984.3;606;2018
Республика Бурятия;5265.5;5301.3;1404.1;40.9;45833;1472.6;375.2;888.3;614.4;2019
Республика Бурятия;4836.2;5057.2;1384.8;49;45865;1316.7;371.4;934.9;579;2020
Республика Бурятия;4668.7;5329.8;1604.9;55.3;33.2;1252.1;398;1038.4;593.3;2021
Республика Бурятия;6199.9;6413.1;1924.5;61.7;39.8;1445.9;723.3;1152.6;643.4;2022
Республика Бурятия;6294.5;6606.7;2024.8;63.6;47.5;1461.7;727.1;1203.7;635.8;2023
Республика Дагестан;5050;3874;252.1;49.9;67.3;168.3;625.7;1446;1264.7;2005
Республика Дагестан;3919.4;4430;374;34.1;62;169.3;417;1419.4;1954.2;2006
Республика Дагестан;4733.4;5130;479.7;44.8;58.7;153.1;850.9;1282.4;2260.4;2007
Республика Дагестан;4769;6581.7;502.9;42.2;46.3;160.8;652;1436.9;3740.6;2008
Республика Дагестан;5460;5136.1;470.8;38.3;46.1;156.5;644.9;1522.9;2256.6;2009
Республика Дагестан;5541.1;5150.2;422.8;45707;41.4;160.2;668.7;1705;2132.9;2010
Республика Дагестан;4329.4;3994.8;348.1;45916;29;153.1;718.8;1413.4;1315.5;2011
Республика Дагестан;3911.6;3613.2;324.2;45703;33.4;188.3;910.3;1526.7;608.4;2012
Республика Дагестан;5262.4;4976.2;427.9;45707;31.2;262.3;751.800000000001;1712.1;1770.8;2013
Республика Дагестан;4073.2;5228.5;555.2;45768;21;273.1;767.1;1893.3;1695.1;2014
Республика Дагестан;4073.2;5228.5;555.2;45768;21;273.1;767.1;1893.3;1695.1;2015
Республика Дагестан;6157.5;6335;368.4;40.3;58.1;261.2;742.8;2579.4;2284.7;2016
Республика Дагестан;4236.8;6393.2;365;50.8;50.2;160.7;500.5;2666.1;2372.6;2017
Республика Дагестан;4236.8;6393.2;365;50.8;50.2;160.7;500.5;2666.1;2372.6;2018
Республика Дагестан;4117.6;6526.9;335.4;52.4;40.6;94.7;480.9;2489.5;2737.7;2019
Республика Дагестан;3765.9;6770.8;285.5;36.1;17;71.4;469.2;2929.6;2842.8;2020
Республика Дагестан;4846.4;7587.3;419.5;63;55.6;127.9;488.7;3278.6;2904.4;2021
Республика Дагестан;4684.8;8338.1;360.9;62.1;55.6;74.4;651.2;3445.8;3437.8;2022
Республика Дагестан;4965.6;8426;362.1;63;57.1;64.9;492.6;3224.1;3909.5;2023
Республика Ингушетия;0;421.6;96.4;1;45717;45719;41.5;111.4;166.7;2005
Республика Ингушетия;0;451.5;96.8;0.8;45717;45841;41.2;150.3;157.4;2006
Республика Ингушетия;-;461.4;126.9;0.4;45778;45813;36.8;79.6;210.6;2007
Республика Ингушетия;0;495.1;87.4;0.6;45689;45723;49.8;172.7;176.1;2008
Республика Ингушетия;0;531;87.9;0;0.9;45815;53.7;194.6;186.3;2009
Республика Ингушетия;0;553;85;0.3;45717;45755;48.8;179.1;230.1;2010
Республика Ингушетия; - ;614.2;84.6;0.3;1;9;47.7;177;294.6;2011
Республика Ингушетия;0;686.1;90;0.3;45717;56.9;0.300000000000068;202.1;246.5;2012
Республика Ингушетия;0;625.7;92.3;0.4;45690;45788;60.2;169.1;290;2013
Республика Ингушетия;0;655.4;90.5;0.3;45690;45913;67.1999999999999;178.5;302.8;2014
Республика Ингушетия;0;655.4;90.5;0.3;45690;45913;67.2;178.5;302.8;2015
Республика Ингушетия;0;715.4;98;45748;45843;45674;66.4;286.5;234.9;2016
Республика Ингушетия;0;734.1;137.2;0.6;45660;45694;110.2;229.7;230.5;2017
Республика Ингушетия;0;734.1;137.2;0.6;45660;45694;110.2;229.7;230.5;2018
Республика Ингушетия;0;807.3;106.7;45856;45671;45781;240;205.9;191.4;2019
Республика Ингушетия;0;829.6;97.5;45725;45847;45904;326.8;198.9;162.6;2020
Республика Ингушетия;0;861.7;79.6;45876;45698;45781;266.6;165.5;307.2;2021
Республика Ингушетия;0;939.6;140.3;45667;45841;5;102.8;156.4;497.3;2022
Республика Ингушетия;0;1050.9;108.6;45871;45814;45753;145.4;189.8;510.5;2023
Республика Калмыкия;0.5;515.2;45893;45708;45906;45732;100.2;141.8;205;2005
Республика Калмыкия;0.7;433.8;46.2;45773;8;45743;123.3;117.1;85.5;2006
Республика Калмыкия;0.7;476.4;72.1;45684;16;34.9;119.2;126.1;81;2007
Республика Калмыкия;0.7;472.7;58.4;45742;45880;45928;67.9;114.4;165;2008
Республика Калмыкия;0.4;458.8;51.8;45923;45672;45806;64.7;132.3;141.5;2009
Республика Калмыкия;45890;498.4;72.3;45919;45821;45834;61.7;146.4;157.9;2010
Республика Калмыкия;0.8;473.1;55.3;45736;12;22;79.4;162.5;121.6;2011
Республика Калмыкия;0.3;472.7;49.8;17;45787;45919;80.4;159;118.3;2012
Республика Калмыкия;0.4;472.9;45.2;45828;13;45738;85.3;165.4;99.2;2013
Республика Калмыкия;45871;497.4;48;45707;45756;45710;81.6;167.5;121;2014
Республика Калмыкия;45871;497.4;48;45707;45756;45710;81.6;167.5;121;2015
Республика Калмыкия;0.2;489.9;44.6;45759;45845;56.1;56.4;168.3;115.8;2016
Республика Калмыкия;49.3;504.4;53.6;45820;45846;45832;56;169.2;136.3;2017
Республика Калмыкия;49.3;504.4;53.6;45820;45846;45832;56;169.2;136.3;2018
Республика Калмыкия;121.3;573.2;60.2;45670;45876;25;56.4;181.8;185.7;2019
Республика Калмыкия;226.5;731.9;50;45822;45843;237.8;45688;193.3;159.6;2020
Республика Калмыкия;836.7;874.1;46.7;45799;45721;292.4;42.6;190.9;229.1;2021
Республика Калмыкия;976.5;866.1;53.8;45767;45873;286.7;50.3;181.3;228.6;2022
Республика Калмыкия;997.3;924.3;56.2;45676;45661;321.6;50.2;200.5;233.3;2023
Республика Карелия;4213.8;8670.4;5682.6;96.3;45863;933.5;113.399999999999;503.2;1315.7;2005
Республика Карелия;4136.8;8919.2;5994.4;116.6;45862;1249.1;163.400000000001;483.6;887.4;2006
Республика Карелия;4953.8;8987.2;6040.9;115.7;45802;1118.2;303.3;81.6;884.8;2007
Республика Карелия;5290.4;9182;6183;112.8;45803;1107;295.9;484.7;972.1;2008
Республика Карелия;5124.6;8719.3;6120.9;108.5;45891;1114.3;238.4;520.7;593.7;2009
Республика Карелия;4808.7;8100;5677.7;208.1;45763;960.4;102;540.6;594.8;2010
Республика Карелия;4015.2;8465.1;5977.4;216.6;45886;1127.2;79;538.9;508.2;2011
Республика Карелия;5074.1;8731.7;6160.6;215.4;45795;1161;81.3999999999996;604.1;387.9;2012
Республика Карелия;4432.4;7645;4738.4;129.2;45795;1714.3;60.7999999999995;597.5;284;2013
Республика Карелия;4660.3;7689.8;4564;123.2;45828;1717.6;74.2000000000007;602.4;485.2;2014
Республика Карелия;4660.3;7689.8;4564;123.2;45828;1717.6;74.2;602.4;485.2;2015
Республика Карелия;4878.7;7967.7;4680.3;116.6;45686;1656;177.7;691.9;506.2;2016
Республика Карелия;5290.8;7926.2;4655.3;115.5;29;1614.2;153.7;636.3;571.9;2017
Республика Карелия;5290.8;7926.2;4655.3;115.5;29;1614.2;153.7;636.3;571.9;2018
Республика Карелия;4952.4;7813.9;4699.2;105.6;45688;1552.3;176.5;695.2;388.4;2019
Республика Карелия;5476;7655.2;4758.9;106.7;32;1394.1;135.5;712.4;376.7;2020
Республика Карелия;5217.6;8344.4;4841.5;123;40.4;1530.4;154.9;1100.4;398.1;2021
Республика Карелия;4866.3;8353.9;4719.2;124.6;45;1570.9;182.4;1143.8;388.8;2022
Республика Карелия;5114;8512.3;4844.3;120.5;51.8;1576.2;179.8;1156.5;396.2;2023
Республика Коми;8409.4;8040.5;5163.3;66;114.1;484.5;675.5;664.8;872.3;2005
Республика Коми;8880;8465.4;5443.7;70.6;122.3;560.7;632.2;703.9;932;2006
Республика Коми;9111;8697.8;5643.7;101.7;143.9;598;606.6;513;902;2007
Республика Коми;9503.9;8825.9;5635.9;84.7;155.2;614;626.4;752.1;957.6;2008
Республика Коми;9414.7;8770.1;5626.5;75;104.1;534;692.5;763.5;974.5;2009
Республика Коми;9263;8832.3;5766.3;86;76.3;519;684.2;787.2;913.3;2010
Республика Коми;10018.6;8968.6;5789.9;75;73.6;527.3;766.8;802;934;2011
Республика Коми;9787.9;8970.9;5701.9;87.7;89.3;535.5;546.699999999999;831.2;961.7;2012
Республика Коми;9639.5;8937.4;5705.4;97.6;100.9;483.4;553.099999999999;873.3;905.2;2013
Республика Коми;10136.4;9100.4;5753.2;86.9;86;556;590.299999999999;878.3;915.6;2014
Республика Коми;10136.4;9100.4;5753.2;86.9;86;556;590.3;878.3;915.6;2015
Республика Коми;10043.3;9091.9;5741.1;81.4;68.1;631.3;625;890;857.5;2016
Республика Коми;10100.4;9082.9;5855.4;91.3;60.1;532.7;610.3;870.6;823.2;2017
Республика Коми;10100.4;9082.9;5855.4;91.3;60.1;532.7;610.3;870.6;823.2;2018
Республика Коми;10578;9215.7;6078.1;110.5;47.9;515.8;587.7;849.9;778.7;2019
Республика Коми;9980.3;8610.5;5724;105.4;52.9;484.3;488;840.7;710.1;2020
Республика Коми;10341.6;8787.1;5858.4;102;55.7;527.2;450.2;873.8;701.9;2021
Республика Коми;10340.2;8930.9;6015.6;175.3;53.1;509.9;484.8;867.2;618.8;2022
Республика Коми;10200.4;8753.8;5927.3;180.3;44.8;466.8;484.6;821.3;610.8;2023
Республика Крым;1190.3;5824;830.7;118.8;95;203.5;1418.5;2233.6;723.8;2014
Республика Крым;1190.3;5824;830.7;118.8;95;203.5;1418.5;2233.6;723.8;2015
Республика Крым;2328.7;5678.3;1057.3;121.7;53.5;181.9;1048.7;2062.7;938.5;2016
Республика Крым;1868.8;5861.1;996.5;139.6;54.1;151.6;1182.1;2155.2;906.6;2017
Республика Крым;1868.8;5861.1;996.5;139.6;54.1;151.6;1182.1;2155.2;906.6;2018
Республика Крым;3704.2;6282.6;1198.8;173.9;77.1;133.6;1281.2;2215.7;893.4;2019
Республика Крым;3825.2;6354.4;1173.1;190.7;70.6;136.5;1243.3;2283;950.1;2020
Республика Крым;4441.3;7046.8;1266.3;211.7;76.3;163.5;1416.8;2545.6;1031.5;2021
Республика Крым;4367.7;7066.7;1218.5;214.9;95.4;182;1375;2543.5;1072.9;2022
Республика Крым;4326.4;6890.8;1210.1;206.1;126;178.4;1323.9;2546.8;854.3;2023
Республика Марий-эл;1080.3;2726.6;753.7;84.2;25;743.2;379.7;387.3;353.5;2009
Республика Марий-эл;1166;3100.5;769.7;87.4;45927;1069.6;365.7;446.6;333.6;2010
Республика Марий-эл;1127.8;3191.8;800.5;92.7;31.4;1118.7;360.8;444.6;343.1;2011
Республика Марий-эл;1024.2;3131.3;813.3;107.4;33.8;1010.5;231.6;466.4;337.5;2012
Республика Марий-эл;922.5;2737.7;852.7;170.8;45680;447.4;284.5;556.6;248.8;2019
Республика Марий-эл;929.4;2907.3;795.2;175.6;45923;701.1;240.4;584.3;234;2020
Республика Марий-эл;1042.7;2915.1;863.6;186.8;31.4;474.6;307.1;608.1;257.1;2021
Республика Марий-эл;979.4;2814.4;840.3;204.9;45807;316;335.7;627.5;264.6;2022
Республика Марий-эл;1004.4;2885.2;900.1;207.2;32;319.6;344.3;626;252.7;2023
Республика Марий-эл;1341.4;2954.9;740.3;95;45740;969.1;376.6;321.7;427.9;2005
Республика Марий-эл;1252.8;3138.7;781.6;95.9;45889;1077.5;404.3;349.6;409;2006
Республика Марий-эл;1268.8;3132.3;823.8;81.6;45711;1017.4;434.6;333.9;417.8;2007
Республика Марий-эл;1280.3;3177.1;807.2;82.1;45891;1087;453.7;356.8;367.5;2008
Республика Марий-эл;998;3117.5;780.8;120.9;45869;996.5;504;258;308.7;2013
Республика Марий-эл;975.9;2585;837.5;153.4;33.6;411.5;476.4;299.8;243.1;2014
Республика Марий-эл;975.9;2585;837.5;153.4;33.6;411.5;476.4;299.8;243.1;2015
Республика Марий-эл;932.4;2589.3;863.2;146.8;45834;436.2;410.8;302.3;287.7;2016
Республика Марий-эл;952.3;2765.8;890.6;150.1;26;586.9;247.2;451;273.8;2017
Республика Марий-эл;952.3;2765.8;890.6;150.1;26;586.9;247.2;451;273.8;2018
Республика Мордовия;1598.6;2767.4;1107.1;120.7;33.1;387.6;351;457.3;310.6;2005
Республика Мордовия;1615;2835.3;1113.5;144.8;45869;347;357.3;435.3;405.7;2006
Республика Мордовия;1524.7;2933.1;1477.1;138.3;36.7;304.3;276.3;316.2;384.2;2007
Республика Мордовия;1495.4;2491.9;1441;106.3;40;63.8;147.7;312.4;380.7;2008
Республика Мордовия;1326.3;2929.8;1438;105.5;37.7;293.5;185;487.1;383;2009
Республика Мордовия;1347.1;3046.8;1554.5;147.7;41.4;334.3;109.1;484.1;375.7;2010
Республика Мордовия;1709.2;3362.5;1669.8;159;50.9;350;229.7;525.3;377.8;2011
Республика Мордовия;1652.1;3411.9;1671.1;167.2;60.2;369.7;259.6;532.4;338.7;2012
Республика Мордовия;1612.3;3310.1;1612.3;180.4;40.6;333.4;265.3;489.9;339.7;2013
Республика Мордовия;1683.8;3424.6;1691.8;182;43.7;343.9;284;431.2;338.7;2014
Республика Мордовия;1683.8;3424.6;1691.8;182;43.7;343.9;284;431.2;338.7;2015
Республика Мордовия;1362.8;3339.9;1593.6;165.8;39;321.3;261.3;500.2;362.5;2016
Республика Мордовия;1497.5;3449.7;1621.6;184.5;44;318.7;275.1;501.8;334.8;2017
Республика Мордовия;1497.5;3449.7;1621.6;184.5;44;318.7;275.1;501.8;334.8;2018
Республика Мордовия;1694.4;3509;1493;371.8;32.1;355.2;234.5;510.4;321.5;2019
Республика Мордовия;1494.5;3272.6;1332;362.7;32.9;307;218.2;529.4;309.6;2020
Республика Мордовия;1640.8;3530.7;1436.1;366.2;35.1;330.1;331.1;545.9;311.9;2021
Республика Мордовия;1591.4;3530.3;1382;371.2;30;325.6;316;643.8;302.4;2022
Республика Мордовия;1651.5;3548.3;1457.2;393.8;23;335.9;204.1;678.8;292.2;2023
Республика Саха(Якутия);7724.5;6725.5;3361.2;111.2;271.9;181.4;965.1;855.6;979.1;2005
Республика Саха(Якутия);7654.6;6945.2;3765.6;116;155.7;178.2;939.8;819.3;970.6;2006
Республика Саха(Якутия);7334.8;6692.9;3722.3;86.2;155.1;168.5;938.7;739.6;882.5;2007
Республика Саха(Якутия);7709.9;6841.7;4038.7;89.8;153.1;166.7;780;715.1;898.3;2008
Республика Саха(Якутия);7047.7;6414.3;3522.2;85.7;115.2;168.3;808.4;755.4;959.1;2009
Республика Саха(Якутия);7344.9;6597.3;3703.3;88.6;77.1;209.8;783.4;770.5;964.6;2010
Республика Саха(Якутия);8168.9;6813.1;3789.3;60.1;79.8;391;711.8;860.5;920.6;2011
Республика Саха(Якутия);8452;7125.4;4097;45807;94.9;382.7;706.7;833.3;871.2;2012
Республика Саха(Якутия);8509.2;7182.6;3988;45777;88.9;391.9;644.2;1012.9;926.7;2013
Республика Саха(Якутия);8578;7378.2;4173.5;45929;90.3;510.8;526.699999999999;899.1;1044.8;2014
Республика Саха(Якутия);8578;7378.2;4173.5;45929;90.3;510.8;526.7;899.1;1044.8;2015
Республика Саха(Якутия);9326.8;8070.2;4154.3613;30.1058;99.1878;1237.0038;506.2451;924;1001;2016
Республика Саха(Якутия);9225.8;8129.3;4290;33;102.7;1058.2;472.3;953.3;1029;2017
Республика Саха(Якутия);9225.8;8129.3;4290;33;102.7;1058.2;472.3;953.3;1029;2018
Республика Саха(Якутия);10108;9730.6;5003;36.7;99.1;1735.4;536.4;957.6;1160.8;2019
Республика Саха(Якутия);10107.5;9431.6;4941.7;36.9;54.3;1565.3;467.5;1002.4;1147;2020
Республика Саха(Якутия);10244.1;10867.4;5115.7;36.3;52.6;2529.7;472.3;1156.6;1284.7;2021
Республика Саха(Якутия);10257.2;10916.3;5439.8;36.8;75.2;2087.5;491.9;1209.6;1367.5;2022
Республика Саха(Якутия);12109.6;11828.7;5830.4;36.8;105.3;2412.6;565.7;1199.9;1447.7;2023
Республика Северная Осетия;375;2082;885.1;45662;45675;56.7;196.5;371.1;549.4;2009
Республика Северная Осетия;413;2099.6;890.7;45758;45706;56.4;191.5;418.1;513.3;2010
Республика Северная Осетия;367.3;2188.9;924.1;45726;45920;59;182.1;353.7;638.8;2011
Республика Северная Осетия;341.2;2183.8;906.3;45848;45793;36.8;189.6;428.8;593.6;2012
Республика Северная Осетия;295.9;1501.3;435.1;45791;45711;45838;116.3;546.9;289.8;2019
Республика Северная Осетия;762.8;1500.3;434.5;45669;18;25;114.5;562.4;296.9;2020
Республика Северная Осетия;811.9;1561.1;464.2;45669;45826;22;128.8;571.8;296.1;2021
Республика Северная Осетия;751.7;1626.4;469.8;45731;45738;45710;166.1;583.3;297.1;2022
Республика Северная Осетия;818.2;1675.1;503;45737;45801;45743;179.3;619.6;220.3;2023
Республика Северная Осетия-Алания;304.9;2088.5;1006.4;45730;0.8;31.2;142.4;323.7;569.7;2005
Республика Северная Осетия-Алания;347.4;1914.9;998;45726;45883;46;142.7;335.4;367.7;2006
Республика Северная Осетия-Алания;341.1;2102.8;956.4;45843;45705;89.6;162.1;328.4;543.4;2007
Республика Северная Осетия-Алания;354.8;2108.9;891;45664;45706;91.2;174.3;351.5;575.6;2008
Республика Северная Осетия-Алания;380.5;2283.7;952.1;45698;45705;36.3;181;474;582.9;2013
Республика Северная Осетия-Алания;305.3;2039.6;695.5;45822;45734;49.4;175.6;498.5;558.4;2014
Республика Северная Осетия-Алания;305.3;2039.6;695.5;45822;45734;49.4;175.6;498.5;558.4;2015
Республика Северная Осетия-Алания;186.2;1783.7;398.9;15;45758;47.8;289.5;632.5;359.3;2016
Республика Северная Осетия-Алания;297.8;1458.5;433.2;15;45667;45900;76.7;500.2;348;2017
Республика Северная Осетия-Алания;297.8;1458.5;433.2;15;45667;45900;76.7;500.2;348;2018
Республика Татарстан;23830;23889.3;14516.7;660.4;157.1;1232.3;2845.8;2085.9;2391.1;2005
Республика Татарстан;24975.4;25139.4;15463.1;652;159.3;1303.2;2898.5;2245.7;2417.6;2006
Республика Татарстан;25135.7;26006.6;16259.7;638;204.7;1317.6;2949.8;2519.9;2116.9;2007
Республика Татарстан;24670.1;26521.1;16520.5;641.9;272.4;1300.7;3035.5;2808.2;1941.9;2008
Республика Татарстан;22416.1;24694.1;15294;625;251;1201;2599.1;2908;1816;2009
Республика Татарстан;24452.6;25595.2;15791.7;485.4;303.6;1267.1;3160;2753.7;1833.7;2010
Республика Татарстан;24359;26338.4;16513.3;606.9;432.4;1362.3;3090.1;2603.8;1729.6;2011
Республика Татарстан;24641.1;27078.8;16934.9;588.6;347.5;1327.2;2668.4;2641.5;1714.6;2012
Республика Татарстан;23226.2;27040.3;17163.4;662.4;339.1;1320.2;2594.6;2784.6;1444.3;2013
Республика Татарстан;22279.2;27258.7;16930.8;678.9;330.2;1281;2471.2;3184.3;1626.5;2014
Республика Татарстан;22279.2;27258.7;16930.8;678.9;330.2;1281;2471.2;3184.3;1626.5;2015
Республика Татарстан;22232.8;28887.2;17813.6;707.1;304.8;1289.6;2469.3;3371.2;2250.6;2016
Республика Татарстан;22171;29475;18696.6;712.7;320.7;1183.2;2073.4;3429.4;2221.2;2017
Республика Татарстан;22171;29475;18696.6;712.7;320.7;1183.2;2073.4;3429.4;2221.2;2018
Республика Татарстан;29241.9;30952.5;19730;778.6;300.9;1207.7;2279.2;3507.8;2268;2019
Республика Татарстан;24027.4;28928.2;18289.7;785.6;247.4;1200.7;1990.9;3624.8;2122.4;2020
Республика Татарстан;27096.8;31103.7;19294.2;785.4;332.4;1135.6;2553.6;3882.8;2310.7;2021
Республика Татарстан;28391.5;33261.2;20118.4;843.4;345.4;1773.6;2672.3;4113.9;2432.4;2022
Республика Татарстан;28528.4;33735.2;20700.9;839.6;384.8;2060.4;2859.8;4112.4;1802.9;2023
Республика Тыва;45;681;102.1;45844;45662;45853;123.4;132;296;2005
Республика Тыва;54.8;685.7;101.9;45843;45752;45792;137.6;142.7;276.9;2006
Республика Тыва;48.9;650.5;106;45751;45722;45914;131.9;143.4;243.6;2007
Республика Тыва;55.7;657.6;102;45692;45725;45853;119.6;175.9;230.9;2008
Республика Тыва;80.5;669.8;139.2;45751;9;45729;124.4;164.4;215.1;2009
Республика Тыва;78.4;698.6;144.5;6;45816;45794;126.1;193.9;202;2010
Республика Тыва;69.3;703.3;119.3;45693;45844;45792;113.1;167.9;275.6;2011
Республика Тыва;59.2;717.4;117.8;5;45815;45704;84.8000000000001;170.9;282.7;2012
Республика Тыва;57.7;729.3;115.5;45723;45662;32.6;92.6;174.8;268.5;2013
Республика Тыва;68.4;716.6;115;45785;45783;45836;90.4;179.4;257.7;2014
Республика Тыва;68.4;716.6;115;45785;45783;45836;90.4;179.4;257.7;2015
Республика Тыва;102.3;816;161.7;45846;45695;29;97.7;198.1;282;2016
Республика Тыва;108;820.2;172.9;45785;45723;45885;77;196.8;263;2017
Республика Тыва;108;820.2;172.9;45785;45723;45885;77;196.8;263;2018
Республика Тыва;118.5;825.2;215.9;45787;45787;45762;54.7;202.2;229.6;2019
Республика Тыва;105.5;824.3;186.9;45759;45788;45704;90.8;212;203.7;2020
Республика Тыва;107.6;884.7;209.6;11;45889;45706;71.7;259.2;192.3;2021
Республика Тыва;117.5;910.4;216.7;11;45737;45762;72.5;307.6;166.8;2022
Республика Тыва;113.5;917.6;192.3;45757;45675;45731;76.4;341;165;2023
Республика Хакасия;24777;11887.5;9765.1;73.1;67.1;310.9;480.1;319.2;872;2005
Республика Хакасия;27842.7;12362.6;9737.7;76.5;78.3;237.6;942.1;569;721.4;2006
Республика Хакасия;21884.2;15001.2;12929.9;60;77.7;75.8;628;596.3;633.5;2007
Республика Хакасия;21607.8;16826.5;14550;59.8;87.7;50.9;775;671.3;631.8;2008
Республика Хакасия;18985.7;17048.6;14455.9;63.7;74.3;345.1;804.3;708.8;596.5;2009
Республика Хакасия;13634.8;17227.9;14809.5;82.2;73.4;346.9;560.4;746.9;608.6;2010
Республика Хакасия;21428;16629.3;14361.2;73.5;53.9;326.6;520;759;535.1;2011
Республика Хакасия;20916.1;17657;15368.5;57.3;63.7;336.1;361.599999999999;819.6;470.3;2012
Республика Хакасия;26197;16219.8;14042.2;62.3;56.2;322.5;301.9;873;382.7;2013
Республика Хакасия;22429;16405.2;14113.8;47.6;53.7;362.9;341;883.7;418;2014
Республика Хакасия;22429;16405.2;14113.8;47.6;53.7;362.9;341;883.7;418;2015
Республика Хакасия;29475.7;17223.8;14540.1;34.8;51.4;381.5;475.6;970.8;597.5;2016
Республика Хакасия;25843.2;17478.6;14884.2;31.4;41.9;361;366.8;983.2;550.8;2017
Республика Хакасия;25843.2;17478.6;14884.2;31.4;41.9;361;366.8;983.2;550.8;2018
