регион;произведено;всего;добыча полезных ископаемых;сельское хоз-во;строительство;транспортировка;эк деятельность;городское и сельское население;потери;год
Еврейская автономнаяобласть;0.1;1283.9;250.7;45907;45885;555.8;86.3000000000002;186.5;131.3;2014
Еврейская автономнаяобласть;0.1;1283.9;250.7;45907;45885;555.8;86.3;186.5;131.3;2015
Еврейская автономнаяобласть;45689;1310.2;252;45908;45913;540.9;98.5;219.7;133.5;2016
Еврейская автономнаяобласть;0.1;1240.3;682.8;45816;45856;33.9;92.8;210.5;129.5;2017
Еврейская автономнаяобласть;0.1;1240.3;682.8;45816;45856;33.9;92.8;210.5;129.5;2018
Еврейская автономнаяобласть;0.2;1289.8;717.6;45908;45673;45686;88.8;225;225;2019
Еврейская автономнаяобласть;0.2;1443.6;751.9;45696;45766;152.6;86.3;231;131.4;2020
Еврейская автономнаяобласть;45778;1465.2;708.3;45724;45678;191;95.1;244.4;129.9;2021
Еврейская автономнаяобласть;45809;1726.5;719.1;45724;45680;428.6;95.6;256.8;127.5;2022
Еврейская автономнаяобласть;45778;1786;692.5;45846;45805;477.2;100.7;280.8;126.9;2023
Забайкальский край;6936.3;7429;2276.5;45745;56.7;2319.2;1119.7;867.4;760.2;2009
Забайкальский край;6747.4;7578;2451.5;28;53.8;2352.2;997.8;895.4;799.3;2010
Забайкальский край;6854.6;8150.5;2694.7;45862;59;2499;1064.8;1037.4;770.9;2011
Забайкальский край;6960;7781.6;1878.4;24;65.2;2762.2;1069.1;1003.6;949.3;2012
Забайкальский край;7578.9;7972.9;2554.6;45710;53.5;2338.6;1195.8;1047;730.8;2013
Забайкальский край;7437.9;7872.8;2711.7;18;54.7;2123.9;1100.2;1017.9;816.2;2014
Забайкальский край;7437.9;7872.8;2711.7;18;54.7;2123.9;1100.2;1017.9;816.2;2015
Забайкальский край;7077.2;7863.4;2779.3;45916;54.7;2036.8;1149.5;1015.5;776.5;2016
Забайкальский край;7153;7918.4;2745.5;45917;55;1891.7;1324;1027.5;773.4;2017
Забайкальский край;7153;7918.4;2745.5;45917;55;1891.7;1324;1027.5;773.4;2018
Забайкальский край;7453.5;8225.3;2585.3;19;57.2;2082.5;1540.5;1070.3;776.5;2019
Забайкальский край;7332;8192.5;2478.7;45856;81.2;2134.6;1553.1;1073.5;762.5;2020
Забайкальский край;7282.3;8263.8;2449.3;45734;74.7;2218.8;1472.4;1180.8;754.9;2021
Забайкальский край;7607.5;8580.8;2310.2;45764;89.5;2562.2;1752.2;944.7;792.6;2022
Забайкальский край;7898.8;8832.1;2474;45793;105.6;2587.8;1693.1;1020.2;808.5;2023
Ивановская область;1800.3;4078.2;1986.3;134.5;35;199.9;514.6;711.4;496.5;2005
Ивановская область;1949.3;4082.2;1778.5;129.9;32.8;208.6;645;686.2;601.2;2006
Ивановская область;2123.8;4101.4;1872.5;109.5;31.6;223.6;759.2;699;406;2007
Ивановская область;2540.1;4004.6;1810.7;100.8;33.4;229.4;745.2;723.2;361.9;2008
Ивановская область;2359.8;3926.9;1697.8;92;45806;231.7;782.7;740.1;353.1;2009
Ивановская область;2318.9;3846.7;1614.7;94.4;33.1;232.1;753.1;751.5;367.8;2010
Ивановская область;2142.6;3642.3;1481.6;88.5;32.8;231.3;731.4;721.8;354.9;2011
Ивановская область;2051.4;3564.5;1392.3;90.2;33;232.7;657.1;723.1;352.3;2012
Ивановская область;1932.8;3464.3;1302.1;90.6;32.7;230.9;651.4;725.2;347.2;2013
Ивановская область;1831.4;3431;1119.9;81.5;33.1;231.3;696.6;760.9;413.1;2014
Ивановская область;1831.4;3431;1119.9;81.5;33.1;231.3;696.6;760.9;413.1;2015
Ивановская область;2091.5;3508.8;1138.9;82.2;32.5;232.2;732.7;791.7;405.6;2016
Ивановская область;1478.3;3521.6;1147.8;82.3;33.4;221.8;686.3;821.8;405.4;2017
Ивановская область;1478.3;3521.6;1147.8;82.3;33.4;221.8;686.3;821.8;405.4;2018
Ивановская область;1396.4;3468;1122.4;79.8;35;211.1;683.6;815.7;397.8;2019
Ивановская область;1463.5;3379.7;1109.3;80.9;36.3;163.6;666.3;813.4;388.6;2020
Ивановская область;1988.6;3551.4;1141.6;80.3;38.4;166.3;678.1;926.1;397.5;2021
Ивановская область;1534.7;3534.5;1125.1;80.8;37.8;167.4;679.2;935.5;382.6;2022
Ивановская область;1458.9;3531.4;1140.1;82.1;36.6;172.6;682.8;924.7;364.3;2023
Иркутская область;56699.3;52529.8;37319.6;588.5;425.6;3054.2;2003.1;4259.7;4879.1;2005
Иркутская область;58154.9;53621.7;37481.6;473.7;524.3;3221.5;2055.39999999999;4877;4988.2;2006
Иркутская область;59719.6;53267.4;37602.8;432.5;448;3939.1;1793;4341.1;4710.9;2007
Иркутская область;59765.5;51832.1;39206.8;408.7;660.3;2176.3;2041.2;2844.6;4494.2;2008
Иркутская область;57844.4;52409.7;36653;603.6;463.3;3705.8;2761.4;4717.9;3504.7;2009
Иркутская область;62566.6;54325.8;37921.4;638.6;314.4;3250;3163.1;4680.8;4357.5;2010
Иркутская область;60712.1;56664.5;38100.2;604.9;338.4;3517;3255.1;6545.1;4303.8;2011
Иркутская область;62458.5;57971.3;38022.2;652.1;405;3569.4;2271.8;7991.6;4054;2012
Иркутская область;56946.8;56571.4;37028.8;757.9;328.6;3339.5;2290.9;7987;3911.1;2013
Иркутская область;55736.6;56259.9;36851.1;766.3;334.8;3521.1;2507.4;6641;4473.1;2014
Иркутская область;55736.6;56259.9;36851.1;766.3;334.8;3521.1;2507.4;6641;4473.1;2015
Иркутская область;50126.1;53638.7;35527.4;654.9;282.4;3858.5;2244.8;4937.5;5000.1;2016
Иркутская область;48814.5;53929.3;36420.6;643.2;268.3;3683.2;2002.7;5085.6;4733.8;2017
Иркутская область;48814.5;53929.3;36420.6;643.2;268.3;3683.2;2002.7;5085.6;4733.8;2018
Иркутская область;58923.7;56546.1;36562.7;684.5;221.2;4210;2406.3;7078.7;4302.9;2019
Иркутская область;61217.7;55146.9;34258.2;676.8;181.4;4012.4;2875.5;7769.5;4413.1;2020
Иркутская область;66627.9;60397.3;38329.8;727.7;198.2;4044.1;1543.5;9446.1;5019.6;2021
Иркутская область;70647.8;62413.1;36823.6;370.6;319.4;4703.8;1629.5;10618;5804.6;2022
Иркутская область;71075.6;66813.6;40798.2;308.6;314.8;5107.9;1506.9;10607.3;6988.5;2023
Кабардино-Балкарская Республика;422.4;1379.3;263.6;45739;11;65.9;271;248.3;496.2;2005
Кабардино-Балкарская Республика;411.5;1378.8;271.2;45767;45727;63.3;278.9;260.8;472.9;2006
Кабардино-Балкарская Республика;411.6;1366.4;289.5;45766;45672;62.2;226.2;351.4;402.6;2007
Кабардино-Балкарская Республика;417.8;1404.2;347;45711;45673;63.2;210.7;366.4;377.6;2008
Кабардино-Балкарская Республика;409.1;1408.9;421.4;45713;45915;56.1;228.1;315.8;346.4;2009
Кабардино-Балкарская Республика;385.4;1429.5;345;45803;11;55.6;300;336.8;354.6;2010
Кабардино-Балкарская Республика;423;1482.9;339.2;45743;45666;58.8;320.7;356.3;371.5;2011
Кабардино-Балкарская Республика;506.3;1510.4;317.7;31.2;45697;75.3;328;376;349.8;2012
Кабардино-Балкарская Республика;589.8;1479.2;300.4;32.6;45846;59.4;320.4;378.7;358.2;2013
Кабардино-Балкарская Республика;581.5;1499.6;272.8;37.5;45921;60.8;321.9;386.9;373.8;2014
Кабардино-Балкарская Республика;581.5;1499.6;272.8;37.5;45921;60.8;321.9;386.9;373.8;2015
Кабардино-Балкарская Республика;512.8;1609;293.9;39.2;45862;66.9;343.8;408.8;403.6;2016
Кабардино-Балкарская Республика;520.8;1624.9;306.1;41.9;45896;48.5;337.4;410.8;398.7;2017
Кабардино-Балкарская Республика;520.8;1624.9;306.1;41.9;45896;48.5;337.4;410.8;398.7;2018
Кабардино-Балкарская Республика;419.3;1629.4;327.1;42.3;31;50.6;338.5;416.7;364.5;2019
Кабардино-Балкарская Республика;538.5;1669.4;340.5;44.9;45747;51.5;345;427.4;368.1;2020
Кабардино-Балкарская Республика;564.9;1693.4;336.1;47.1;33.8;52.4;333.4;437.1;391.6;2021
Кабардино-Балкарская Республика;647.1;1754.3;358.5;49.7;34.5;54.4;335.1;462.6;395.3;2022
Кабардино-Балкарская Республика;630.6;1799.4;384;50.7;37;56.2;338.3;490.2;376.3;2023
Калининградская область;548.2;4029.2;843;106.4;58.8;146.4;1279.7;897.3;697.6;2005
Калининградская область;2765.6;3767.8;1003.2;106.8;55;168.3;809.4;938.2;686.9;2006
Калининградская область;2784.2;3835.6;1076.8;88;78.6;180.4;779.3;528.8;654.8;2007
Калининградская область;2859.6;3926.6;1058.5;80.6;91.5;173.6;841.2;986.7;694.5;2008
Калининградская область;2659.6;3832.6;999.9;75.8;83.4;154.6;810.3;1023.6;685;2009
Калининградская область;3144.8;4018;1101.5;80.3;83;155.5;673.3;1218.1;706.3;2010
Калининградская область;6451;4100.9;1121;79.3;72.1;151.5;715.9;1259.7;701.4;2011
Калининградская область;6846.7;4258;1131.6;89.1;55.6;157.3;596.8;1151.5;813.3;2012
Калининградская область;6393.9;4415.2;1089.8;101.9;61.3;155.9;748.699999999999;1147.5;835.3;2013
Калининградская область;6464.6;4530.9;1145.6;95.3;54.7;157.5;796;1115.8;884.8;2014
Калининградская область;6464.6;4530.9;1145.6;95.3;54.7;157.5;796;1115.8;884.8;2015
Калининградская область;6729;4469.4;1027.3;97.2;67.6;142.3;878.7;1160.7;829.3;2016
Калининградская область;7120.3;4437;1119.3;98.3;71.1;141.6;718.1;1227.8;762.6;2017
Калининградская область;7120.3;4437;1119.3;98.3;71.1;141.6;718.1;1227.8;762.6;2018
Калининградская область;7130.8;4467.2;1300.9;135.5;75.2;123;718.6;1226.7;566.6;2019
Калининградская область;6396.5;4388;1280.6;147.2;70.9;127.3;639.3;1283.2;517;2020
Калининградская область;6592.5;4762.3;1370.6;157.4;82.9;136.8;731;1388;525.6;2021
Калининградская область;5483.4;4762.4;1254;167.7;83.7;126;808.2;1453.2;502.3;2022
Калининградская область;4737.7;4792;1271.5;170.7;81.7;129.7;824.8;1454.6;490.1;2023
Калужская область;242.2;4230.8;1793.4;125.1;41;338.6;732.4;558.4;641.9;2005
Калужская область;227.6;4310.1;1799.9;118.6;43;361.5;693.400000000001;574.6;719.1;2006
Калужская область;215.3;4326.2;1755.3;112.9;47.6;378.1;653;688.1;691.2;2007
Калужская область;214.5;4250.5;1715.3;116.6;44;347;541;766.4;720.2;2008
Калужская область;205.7;4404;1676.6;123.7;43.8;323;793.7;802.2;641;2009
Калужская область;207.9;4630.2;1745.9;138.8;44.3;327.5;817.4;902;654.3;2010
Калужская область;211.2;4755;1716;136.2;53.7;344.7;809.6;920.7;774.1;2011
Калужская область;170.1;5275.1;1735.1;155.9;72.8;371.6;644.200000000001;1109.6;748.6;2012
Калужская область;343.9;5807.6;1726.7;141.3;83.8;634.8;872.3;1156.9;745.4;2013
Калужская область;364.8;6905.2;2305.1;369;79.7;481.2;754.900000000001;1695.5;762.7;2014
Калужская область;364.8;6905.2;2305.1;369;79.7;481.2;754.9;1695.5;762.7;2015
Калужская область;283.2;7184.1;2562.3;458.7;66.6;446.5;582.6;1900.1;727.7;2016
Калужская область;266;8154.5;3011.4;523;69.8;554.1;455.1;2357.7;697.1;2017
Калужская область;266;8154.5;3011.4;523;69.8;554.1;455.1;2357.7;697.1;2018
Калужская область;304.8;8038.6;3462.1;621.8;51.1;556;491.2;1694.3;593.1;2019
Калужская область;258.9;7697;3196.8;525.4;54.9;507;541.8;1799.2;541.3;2020
Калужская область;316.8;7962.2;3405.7;525.9;52.9;547.8;554.1;1771.2;564.1;2021
Калужская область;295.1;7757.2;3131.3;546.4;45.1;559.8;654.1;1772.9;539.2;2022
Калужская область;389.2;7956.4;3269.2;560.1;47.5;600.2;632.5;1771.2;549.4;2023
Камчатский край;9395.6;10806.8;3943.2;91;62.7;1330.1;1152.7;1975.3;2251.8;2005
Камчатский край;9076.4;10774.5;3568.7;94.1;80.7;1228.4;1890.1;1653.8;2258.7;2006
Камчатский край;1645.8;1645.8;434.4;45888;45673;38.8;387.4;483.7;265.6;2007
Камчатский край;1672.3;1672.3;453.8;45798;45855;44;386.9;485.8;262.6;2008
Камчатский край;1681.4;1681.4;478.8;45890;45885;42.6;397;496.3;228.1;2009
Камчатский край;1689.4;1689.4;486;45831;45824;41.8;399.7;501.8;219.9;2010
Камчатский край;1695.5;1695.5;515.5;45771;45706;41.3;360;500.9;235.2;2011
Камчатский край;1705.9;1705.9;458.1;45771;45883;44;383.5;519.4;261.7;2012
Камчатский край;1710.5;1710.5;469.3;45893;45792;41.5;370.9;514.4;209.8;2013
Камчатский край;1714.2;1714.2;484.4;45773;45763;44.4;390;505.4;180;2014
Камчатский край;1714.2;1714.2;484.4;45773;45763;44.4;390;505.4;180;2015
Камчатский край;1780.8;1780.8;472.7;26;44;44.6;397.2;509.4;218.6;2016
Камчатский край;1810.7;1810.7;488.2;45895;45800;45804;373.3;540.8;213.9;2017
Камчатский край;1810.7;1810.7;488.2;45895;45800;45804;373.3;540.8;213.9;2018
Камчатский край;1918.3;1918.3;508.2;32;45893;34.8;412;552.2;219.2;2019
Камчатский край;1970.1;1970.1;536.3;43.4;45772;37.4;407.5;557.2;221.4;2020
Камчатский край;2026.8;2026.8;553.1;50.7;45925;39.8;438.9;550.8;222.2;2021
Камчатский край;2020.5;2020.5;548;55.4;45684;35.2;434.9;556.8;221.3;2022
Камчатский край;2110.6;2110.6;598.1;54.2;45866;62.9;430.5;559.6;226.6;2023
Карачаево-Черкесская Республика;215.3;1170;363.3;54.2;45901;11;173.3;193;373.3;2005
Карачаево-Черкесская Республика;1162.8;1259.7;415.2;58.3;45718;45672;185.8;170.6;412.4;2006
Карачаево-Черкесская Республика;1223.4;1266.8;490.5;58.3;45690;14;208.4;195.2;298.2;2007
Карачаево-Черкесская Республика;1242;1333.7;561.4;53.9;45810;14;228.2;210.2;263.4;2008
Карачаево-Черкесская Республика;1185.4;1175.7;525.9;47.6;45660;45911;135.5;215.5;236.2;2009
Карачаево-Черкесская Республика;1315.1;1430.5;768.5;48.4;45659;45849;135.1;223.1;241.6;2010
Карачаево-Черкесская Республика;1171.7;1557.3;802.3;50;2;45758;173;240.5;278.1;2011
Карачаево-Черкесская Республика;1282.9;1365.4;542.2;40.6;45839;45699;201.4;262.5;305.6;2012
Карачаево-Черкесская Республика;1328.9;1361.3;516.4;32;2;45789;245;271.2;281.7;2013
Карачаево-Черкесская Республика;800.5;1314;474.9;45807;45690;45790;258.7;262.5;271.2;2014
Карачаево-Черкесская Республика;800.5;1314;474.9;45807;45690;45790;258.7;262.5;271.2;2015
Карачаево-Черкесская Республика;858.4;1359.7;443.3;45680;45901;45700;306.5;306.8;265.4;2016
Карачаево-Черкесская Республика;1220.8;1348.6;490;45831;45901;45662;239.6;309.6;267.4;2017
Карачаево-Черкесская Республика;1220.8;1348.6;490;45831;45901;45662;239.6;309.6;267.4;2018
Карачаево-Черкесская Республика;1200.1;1364.5;522.9;45767;2;45721;241.2;313;248;2019
Карачаево-Черкесская Республика;1072.6;1309.2;521.8;45706;2;45782;214.3;319;216.7;2020
Карачаево-Черкесская Республика;1335.7;1392.4;650.4;45675;45839;45691;220.2;266.9;219.4;2021
Карачаево-Черкесская Республика;1214.5;1420.3;587.8;16;45870;45903;184.8;377.9;236.1;2022
Карачаево-Черкесская Республика;1240.5;1398.3;573.2;45824;1;45902;186.3;363.2;242.7;2023
Кемеровская область;25832.8;33509.4;24712.4;379.5;48.2;1552;3122.4;1964.3;1730.6;2005
